timestamp,x_t,c_t,d_t,impact_t
2025-04-03 13:30:00+00:00,5.749176315178769e-06,0.0665227529321153,0.2272673027296879,0.004285484407102509
2025-04-03 13:31:00+00:00,5.74917631484824e-06,0.0454585477714745,0.2273034074374283,0.0029272246954814207
2025-04-03 13:32:00+00:00,5.7491763145177084e-06,0.0349709719137813,0.4139693680087496,0.00023677996715351732
2025-04-03 13:33:00+00:00,5.749176314187182e-06,0.0076195690945773,0.5411134572363765,1.1124551106321967e-05
2025-04-03 13:34:00+00:00,5.749176313856653e-06,0.000892190368729,0.393436028382201,7.739226937496242e-06
2025-04-03 13:35:00+00:00,5.74917631352612e-06,0.0124309037641352,0.3855356089814585,0.00011861621688713164
2025-04-03 13:36:00+00:00,5.74917631319559e-06,0.0337535562460208,0.1649543228579165,0.0046120481347799
2025-04-03 13:37:00+00:00,5.749176312865062e-06,0.0294204258558689,0.2703543979301674,0.0011268997675482411
2025-04-03 13:38:00+00:00,5.74917631253453e-06,0.022859185498824,0.2836315366420015,0.000745967047726165
2025-04-03 13:39:00+00:00,5.749176312204e-06,0.0786933783804221,0.1665638542799206,0.010545760541553161
2025-04-03 13:40:00+00:00,5.749176311873469e-06,0.0464695922974817,0.2962416394989531,0.0013024043607583484
2025-04-03 13:41:00+00:00,5.749176311542938e-06,0.0154475896934092,0.3634373860059955,0.00019244449536219335
2025-04-03 13:42:00+00:00,5.749176311212412e-06,0.0227710828946072,0.1852523341081511,0.0024355014648592
2025-04-03 13:43:00+00:00,5.749176310881884e-06,0.0081566496102425,0.3224481961606228,0.00016663111250292536
2025-04-03 13:44:00+00:00,5.749176310551347e-06,0.0117052033514139,0.3785563870305552,0.00012150501480240923
2025-04-03 13:45:00+00:00,5.749176310220823e-06,0.0006296695156731,0.6943265121863955,1.4473311891161578e-07
2025-04-03 13:46:00+00:00,5.749176309890292e-06,0.0029117870456198,0.4383152616776832,1.4696529096325376e-05
2025-04-03 13:47:00+00:00,5.749176309559763e-06,0.0735287172635416,0.21379043426558,0.005573279210942265
2025-04-03 13:48:00+00:00,5.749176309229229e-06,0.0062801937261697,0.386552181160286,5.919529180782252e-05
2025-04-03 13:49:00+00:00,5.749176308898698e-06,0.0125984236254935,0.3501534106636459,0.00018423589340748903
2025-04-03 13:50:00+00:00,5.74917630856817e-06,0.0210907431768475,0.317194544076138,0.00045905780889985294
2025-04-03 13:51:00+00:00,5.749176308237639e-06,0.0275522069248772,0.2868023481104199,0.0008653643111738036
2025-04-03 13:52:00+00:00,5.7491763079071135e-06,0.011953521568872,0.3464766636373134,0.00018273490470920394
2025-04-03 13:53:00+00:00,5.749176307576583e-06,0.1134565210691323,0.0497618086125596,0.062238334266809095
2025-04-03 13:54:00+00:00,5.749176307246048e-06,0.0034717249819413,0.3494631134243814,5.1194202438233506e-05
2025-04-03 13:55:00+00:00,5.749176306915524e-06,0.0061090305393697,0.3901924555756316,5.5107403353242956e-05
2025-04-03 13:56:00+00:00,5.749176306584993e-06,0.0023719431258722,0.6391201427125714,1.0613598918734388e-06
2025-04-03 13:57:00+00:00,5.749176306254464e-06,0.0003171968972519,0.7941539742451853,2.1859937334307296e-08
2025-04-03 13:58:00+00:00,5.7491763059239315e-06,0.0725684751679056,0.1129363621859242,0.01857449096550171
2025-04-03 13:59:00+00:00,5.749176305593402e-06,0.0692162616839273,0.0938272665054265,0.02231085739180317
2025-04-03 14:00:00+00:00,5.749176305262866e-06,0.0224506058780419,0.234730181881526,0.0013217500684448214
2025-04-03 14:01:00+00:00,5.7491763049323406e-06,0.0923387964477744,0.0730121089466129,0.038262378605885786
2025-04-03 14:02:00+00:00,5.749176304601811e-06,0.019496790415949,0.352962892013222,0.00027561215699917896
2025-04-03 14:03:00+00:00,5.749176304271279e-06,0.0613589742699072,0.1708768468641253,0.007805774918987183
2025-04-03 14:04:00+00:00,5.74917630394075e-06,0.0325174150119962,0.2228016220190867,0.0022107907941765845
2025-04-03 14:05:00+00:00,5.74917630361022e-06,0.0423672129735981,0.2782866686163578,0.0014746807242959458
2025-04-03 14:06:00+00:00,5.7491763032796895e-06,0.0112348761964422,0.3163671700054784,0.0002469901042822131
2025-04-03 14:07:00+00:00,5.749176302949164e-06,0.0192209960746359,0.4221689799588627,0.00011788103570501776
2025-04-03 14:08:00+00:00,5.749176302618628e-06,0.0056750383444484,0.5822089298640559,5.0461993135880395e-06
2025-04-03 14:09:00+00:00,5.749176302288097e-06,0.0081269252487041,0.5054917128192579,1.8236871481777465e-05
2025-04-03 14:10:00+00:00,5.749176301957569e-06,0.0003044389758186,0.7905974377953083,2.190069453015679e-08
2025-04-03 14:11:00+00:00,5.749176301627044e-06,0.0421589637897532,0.2166736109287161,0.003086275963013275
2025-04-03 14:12:00+00:00,5.749176301296514e-06,0.0001826500257175,0.8258186384939624,8.590222070704753e-09
