timestamp,a_t,b_t,r2_lin,c_t,d_t,r2_pow
2025-04-03 13:30:00+00:00,1.7473117083086262e-05,0.02822202283048197,0.5552431634795755,0.001948702167047561,0.48381937664512165,0.769764928078915
2025-04-03 13:31:00+00:00,1.233061251381762e-06,0.014520884664094697,0.9119319447985894,0.012759809601619229,0.03738902127640242,0.39506311424014473
2025-04-03 13:32:00+00:00,4.17229278458186e-06,0.008487435741075588,0.7378225426721114,0.0017284215063692282,0.3220250412535145,0.9497384673447506
2025-04-03 13:33:00+00:00,1.8411574585837587e-06,0.014616043114618487,0.940270820557747,0.011571481523645873,0.061697472104931,0.5513034579638518
2025-04-03 13:34:00+00:00,2.640635378462334e-06,0.009895246318352967,0.9650985454994094,0.006040293776453967,0.12451046192787023,0.7028810815133384
2025-04-03 13:35:00+00:00,2.6593952460084485e-06,0.006949594765045644,0.761435104141425,0.0021242830069691564,0.2489206867841457,0.9360188461154677
2025-04-03 13:36:00+00:00,4.007168688369778e-06,0.00812893567763047,0.7803370781374956,0.0018004928025980704,0.30994687149304345,0.9650595702434871
2025-04-03 13:37:00+00:00,2.002921891738225e-06,0.006172264004899916,0.7174043244689463,0.0023059308998812852,0.21005256914456735,0.8806448004085867
2025-04-03 13:38:00+00:00,3.1412540903800103e-06,0.010839936094904136,0.7678068288163318,0.0034851479121355234,0.23265302025572676,0.9539261203831679
2025-04-03 13:39:00+00:00,1.8547735131270388e-06,0.010027713334211803,0.9046515386329337,0.00670620725118679,0.09870753786119447,0.7006435987179587
2025-04-03 13:40:00+00:00,2.52164210608512e-06,0.00574353136751073,0.8722327849719316,0.0021590003995118493,0.2217901559159604,0.8722050926800109
2025-04-03 13:41:00+00:00,3.7662829457080604e-06,0.005195466637628323,0.9362184803672429,0.0018178376134086085,0.25692877598851716,0.7745132933085044
2025-04-03 13:42:00+00:00,1.796975742002865e-06,0.004866474365731827,0.9203133543647932,0.00268874250894857,0.15164680883927853,0.6576552987679034
2025-04-03 13:43:00+00:00,2.8707831567850894e-06,0.004185982653860514,0.9645295462943627,0.002392744472506556,0.17455251121896057,0.4979140631867611
2025-04-03 13:44:00+00:00,2.086976669277677e-06,0.004350923338774973,0.9601918507570324,0.0027674915563601398,0.13933998746414863,0.4781544907795817
2025-04-03 13:45:00+00:00,1.6237952137978495e-06,0.004456521800718882,0.9508151591072742,0.0030621109308262297,0.11493509645318113,0.4558582928793412
2025-04-03 13:46:00+00:00,3.929759665009774e-06,0.005695041171001676,0.9154477099558546,0.0017421644309278776,0.27599670754797684,0.8472015465160501
2025-04-03 13:47:00+00:00,1.945832265747201e-06,0.010281740765684975,0.8465283692567394,0.006476430706272312,0.10920831336675292,0.7478963755863623
2025-04-03 13:48:00+00:00,1.3603769372112943e-06,0.004566257542038492,0.9576577719873094,0.0032191027396037387,0.10340179622590134,0.47504952633364483
2025-04-03 13:49:00+00:00,1.9888393935622723e-06,0.004468735371629784,0.9636861754849786,0.002759277156109007,0.1408571432139206,0.5207433928007377
2025-04-03 13:50:00+00:00,2.0091713579451595e-06,0.005559467721075736,0.7886448208104379,0.0023675203996125884,0.19252412820128656,0.7981710801551327
2025-04-03 13:51:00+00:00,1.7100467785740954e-06,0.00469087319272919,0.9190253445777941,0.0028307997761668536,0.13601220394420452,0.5696748187363013
2025-04-03 13:52:00+00:00,3.6750469127849233e-06,0.0067005105440906985,0.8267963736079833,0.0017666495495831038,0.28720033220141905,0.9210318670977018
2025-04-03 13:53:00+00:00,1.933291239937238e-06,0.00524675495176951,0.8561871699199409,0.0024751995308858305,0.17711333212473143,0.7612574205715549
2025-04-03 13:54:00+00:00,1.3633655683340533e-06,0.004567322633070035,0.9581803285777869,0.003215032229975143,0.10372410601082169,0.4766025689833323
2025-04-03 13:55:00+00:00,2.7298194498332126e-06,0.006283224959309717,0.8221901239497983,0.0020471571858764748,0.24365829461083874,0.9096651441660325
2025-04-03 13:56:00+00:00,2.0033989502273046e-06,0.006125485662623259,0.7251725240559426,0.0023106065585621377,0.20883360034997944,0.878534884952843
2025-04-03 13:57:00+00:00,5.319141148307844e-07,0.004760905117824907,0.8450921191750322,0.004139402381615247,0.04311816664699054,0.3268248299880554
2025-04-03 13:58:00+00:00,3.866992798979022e-06,0.0069379304751307335,0.7763270881265806,0.0016490379887850886,0.30243552650501443,0.9066344377845597
2025-04-03 13:59:00+00:00,2.5443514322735562e-06,0.006594755788757038,0.7433584667975109,0.0020752484039932143,0.24350559582532438,0.9034107895120284
2025-04-03 14:00:00+00:00,5.930541138059019e-06,0.006332300689599635,0.9408132424662605,0.0017103821089076601,0.3156665452677428,0.7870270960721029
2025-04-03 14:01:00+00:00,3.483051734613949e-06,0.0064666452039150515,0.84334749300836,0.0018036434950056452,0.27743261870195035,0.9151258862677389
2025-04-03 14:02:00+00:00,4.136108447229522e-06,0.006862884894693305,0.8077841521257496,0.0016028792665516785,0.3092443855424983,0.91192167831766
2025-04-03 14:03:00+00:00,1.199588582806861e-06,0.009508955644541402,0.8913755044627425,0.008049220825843754,0.04998604373516867,0.3731391307066072
2025-04-03 14:04:00+00:00,2.0054025958814357e-06,0.0059290166250613105,0.7542009707794626,0.0023303395265212314,0.20352581000291636,0.8624460989187454
2025-04-03 14:05:00+00:00,0.0,0.005,1.0,0.005000000000000002,0.0,0.0
2025-04-03 14:06:00+00:00,5.102576115841027e-07,0.004770639695170607,0.845092119175032,0.0041653709145655984,0.04169055381899272,0.3269101153748749
2025-04-03 14:07:00+00:00,7.450596994165489e-07,0.004665096382896173,0.8450921191750322,0.003909715791591765,0.056149673892545306,0.324777034883871
2025-04-03 14:08:00+00:00,1.8699964373125626e-06,0.011538853945676338,0.5542178402495791,0.004744629451857465,0.17510848798276044,0.7513730943542454
