timestamp,x_t,c_t,d_t,impact_t
2025-04-03 13:30:00+00:00,6.375934237191191e-06,0.0019487021670475,0.4838193766451216,5.97149539972225e-06
2025-04-03 13:31:00+00:00,6.375934233125941e-06,0.0127598096016192,0.0373890212764024,0.008158140353289583
2025-04-03 13:32:00+00:00,6.375934229060681e-06,0.0017284215063692,0.3220250412535145,3.669295375401487e-05
2025-04-03 13:33:00+00:00,6.375934224995431e-06,0.0115714815236458,0.061697472104931,0.005531494106468941
2025-04-03 13:34:00+00:00,6.37593422093018e-06,0.0060402937764539,0.1245104619278702,0.001361975871030135
2025-04-03 13:35:00+00:00,6.375934216864921e-06,0.0021242830069691,0.2489206867841457,0.00010813240352585185
2025-04-03 13:36:00+00:00,6.37593421279967e-06,0.001800492802598,0.3099468714930434,4.4164773037264415e-05
2025-04-03 13:37:00+00:00,6.375934208734415e-06,0.0023059308998812,0.2100525691445673,0.00018686474474604082
2025-04-03 13:38:00+00:00,6.375934204669162e-06,0.0034851479121355,0.2326530202557267,0.00021551755145418167
2025-04-03 13:39:00+00:00,6.375934200603905e-06,0.0067062072511867,0.0987075378611944,0.002058952293221954
2025-04-03 13:40:00+00:00,6.375934196538652e-06,0.0021590003995118,0.2217901559159604,0.00015203783891680646
2025-04-03 13:41:00+00:00,6.375934192473398e-06,0.0018178376134086,0.2569287759885171,8.408003615976803e-05
2025-04-03 13:42:00+00:00,6.375934188408145e-06,0.0026887425089485,0.1516468088392785,0.000438202513300423
2025-04-03 13:43:00+00:00,6.375934184342896e-06,0.0023927444725065,0.1745525112189605,0.0002964943346897686
2025-04-03 13:44:00+00:00,6.375934180277641e-06,0.0027674915563601,0.1393399874641486,0.0005225784618395046
2025-04-03 13:45:00+00:00,6.375934176212384e-06,0.0030621109308262,0.1149350964531811,0.0007742490179713141
2025-04-03 13:46:00+00:00,6.375934172147138e-06,0.0017421644309278,0.2759967075479768,6.41446358599151e-05
2025-04-03 13:47:00+00:00,6.375934168081874e-06,0.0064764307062723,0.1092083133667529,0.0017536734101330459
2025-04-03 13:48:00+00:00,6.3759341640166205e-06,0.0032191027396037,0.1034017962259013,0.0009343623641601517
2025-04-03 13:49:00+00:00,6.375934159951371e-06,0.002759277156109,0.1408571432139206,0.0005116561643213484
2025-04-03 13:50:00+00:00,6.375934155886119e-06,0.0023675203996125,0.1925241282012865,0.00023661542817331947
